Customer_ID,Age,Gender,Country,Membership_Tier,Annual_Income_USD,Product_Category,Purchase_Amount_USD,Payment_Method,Orders_Per_Month,Discount_Applied_Percent,Delivery_Time_Days,Review_Rating,Satisfaction_Score,Returned_Item,App_Usage_Mins_Per_Week,Preferred_Shopping_Hour,Signup_Date,Days_Since_Last_Purchase,Churned
CUST-10380,28,Male,United States,Platinum,144016.0,Electronics,252.14,Credit Card,6,5,1,4.5,9,No,82,17,2023-04-16,24,No
CUST-10381,27,Male,India,Bronze,51933.0,Books & Media,12.38,PayPal,5,20,8,1.5,4,No,75,12,2022-04-05,75,Yes
CUST-10382,30,Female,Australia,Gold,107244.0,Apparel,137.79,Credit Card,1,0,5,3.0,6,No,223,7,2024-03-03,6,No
CUST-10383,18,Male,Australia,Bronze,18000.0,Beauty & Personal Care,8.5,Crypto,7,0,4,4.5,9,No,162,18,2023-08-11,10,No
CUST-10384,31,Male,Australia,Bronze,28295.0,Electronics,188.25,Apple Pay,5,10,1,3.5,7,No,184,19,2024-09-10,24,No
CUST-10385,28,Male,Brazil,Silver,46191.0,Electronics,657.8,Credit Card,5,5,9,2.5,5,Yes,105,18,2023-07-19,105,No
CUST-10386,39,Male,Canada,Silver,63797.0,Apparel,153.48,Credit Card,3,5,9,2.5,4,Yes,281,9,2025-03-25,66,No
CUST-10387,42,Male,United States,Bronze,50653.0,Sports & Outdoors,281.67,PayPal,6,10,5,2.5,5,No,152,22,2025-01-17,98,No
CUST-10388,60,Male,Germany,Bronze,68940.0,Home & Kitchen,721.44,PayPal,5,20,11,3.5,7,No,75,2,2025-02-04,27,No
CUST-10389,49,Female,Japan,Silver,53090.0,Books & Media,8.5,Credit Card,1,10,9,3.0,5,No,130,11,2024-01-03,148,No
CUST-10390,31,Male,Japan,Platinum,131043.0,Apparel,134.14,Credit Card,6,5,10,2.5,5,Yes,107,10,2024-02-21,16,No
CUST-10391,27,Male,Canada,Bronze,62694.0,Apparel,50.68,Debit Card,3,0,9,1.0,3,No,254,5,2022-12-03,286,Yes
CUST-10392,43,Female,United States,Bronze,47338.0,Electronics,535.37,Credit Card,3,5,7,3.0,6,Yes,100,12,2024-10-06,25,No
CUST-10393,22,Female,United Kingdom,Silver,84817.0,Beauty & Personal Care,17.0,Credit Card,5,10,8,3.0,7,No,194,16,2025-05-29,22,No
CUST-10394,59,Female,Brazil,Bronze,47197.0,Electronics,1078.6,Debit Card,5,15,1,5.0,10,No,113,20,2025-05-21,23,No
CUST-10395,52,Male,Canada,Gold,74171.0,Sports & Outdoors,127.43,Apple Pay,4,0,4,4.5,8,No,117,23,2025-04-02,3,No
CUST-10396,32,Male,Canada,Gold,71003.0,Sports & Outdoors,206.8,Credit Card,4,0,10,2.0,3,No,31,19,2023-08-30,184,Yes
CUST-10397,18,Male,United States,Silver,34072.0,Books & Media,8.5,Apple Pay,2,5,10,2.5,5,No,175,13,2023-06-05,106,No
CUST-10398,54,Male,United Kingdom,Bronze,53916.0,Home & Kitchen,33.67,Credit Card,2,5,4,4.0,8,No,231,18,2025-01-27,79,No
CUST-10399,36,Female,Brazil,Gold,116394.0,Home & Kitchen,346.77,Apple Pay,4,5,9,1.5,3,No,118,19,2024-03-18,152,Yes
CUST-10400,52,Female,Germany,Silver,95288.0,Beauty & Personal Care,8.5,PayPal,7,15,3,3.5,6,No,67,13,2022-06-16,19,No
CUST-10401,18,Female,Japan,Gold,110175.0,Electronics,705.59,Debit Card,6,5,10,2.5,6,No,227,19,2023-02-09,16,No
CUST-10402,30,Female,United Kingdom,Silver,82931.0,Home & Kitchen,8.5,Buy Now Pay Later,6,10,10,2.0,6,No,54,13,2023-09-14,36,No
CUST-10403,38,Female,Germany,Gold,84559.0,Electronics,389.75,Buy Now Pay Later,4,10,1,3.5,7,No,241,12,2023-08-21,55,No
CUST-10404,38,Female,United States,Silver,41184.0,Apparel,35.04,Debit Card,3,0,11,2.0,5,No,81,14,2022-04-12,113,Yes
CUST-10405,32,Male,Japan,Silver,77301.0,Electronics,329.16,PayPal,1,15,5,4.0,7,No,86,17,2023-09-20,97,Yes
CUST-10406,45,Male,United Kingdom,Platinum,147518.0,Electronics,572.72,Credit Card,1,10,7,4.0,7,No,209,18,2022-03-09,55,No
CUST-10407,25,Prefer not to say,United Kingdom,Silver,63933.0,Apparel,40.3,PayPal,4,5,4,2.5,6,No,84,11,2024-10-25,3,No
CUST-10408,36,Male,Germany,Silver,68972.0,Apparel,11.41,Apple Pay,5,20,9,3.5,6,No,108,15,2024-04-21,85,No
CUST-10409,39,Male,Brazil,Bronze,47817.0,Home & Kitchen,11.3,Debit Card,1,0,6,4.0,7,No,166,21,2023-10-02,13,No
CUST-10410,44,Female,United States,Silver,85108.0,Electronics,324.76,Credit Card,4,20,6,2.5,6,Yes,10,22,2024-04-18,11,No
CUST-10411,46,Male,Australia,Silver,85309.0,Home & Kitchen,153.68,Debit Card,6,10,3,4.0,8,No,269,9,2022-07-13,16,No
CUST-10412,24,Male,United States,Bronze,51795.0,Electronics,386.31,Debit Card,8,10,10,2.0,4,No,148,9,2023-06-18,22,Yes
CUST-10413,19,Female,United Kingdom,Bronze,57224.0,Home & Kitchen,122.01,Crypto,5,20,10,3.5,7,No,64,17,2023-11-29,6,No
CUST-10414,53,Female,United States,Silver,71253.0,Home & Kitchen,104.85,Debit Card,4,20,5,3.0,7,No,89,12,2025-06-15,26,Yes
CUST-10415,41,Male,United States,Gold,86698.0,Home & Kitchen,106.95,Credit Card,3,10,10,2.0,4,No,227,2,2023-03-09,161,Yes
CUST-10416,29,Female,Canada,Silver,75618.0,Beauty & Personal Care,8.5,Credit Card,6,15,6,3.0,6,No,196,11,2024-05-13,5,No
CUST-10417,56,Male,United States,Bronze,18000.0,Apparel,20.85,Credit Card,3,5,4,3.5,7,Yes,219,19,2023-01-14,2,No
CUST-10418,39,Male,United Kingdom,Silver,80970.0,Beauty & Personal Care,213.63,Credit Card,6,10,3,4.5,9,No,116,19,2022-09-15,24,No
CUST-10419,52,Female,Brazil,Bronze,20498.0,Apparel,112.55,PayPal,2,0,5,2.5,5,Yes,149,14,2022-07-07,209,No
CUST-10420,38,Female,United States,Silver,67144.0,Apparel,39.36,Debit Card,5,0,7,4.0,8,No,181,13,2024-06-17,13,No
CUST-10421,62,Female,Japan,Bronze,26787.0,Home & Kitchen,103.79,Debit Card,7,20,11,3.0,5,No,178,16,2024-11-21,394,No
CUST-10422,59,Female,United Kingdom,Bronze,51961.0,Electronics,536.41,PayPal,4,0,6,3.5,7,No,219,9,2023-06-29,12,No
CUST-10423,35,Female,Germany,Bronze,41389.0,Home & Kitchen,84.74,Credit Card,3,0,2,3.5,8,No,94,14,2024-07-06,19,No
CUST-10424,49,Male,United States,Bronze,18000.0,Home & Kitchen,8.5,Credit Card,5,15,1,4.5,9,No,121,1,2024-03-27,79,No
CUST-10425,45,Female,United States,Bronze,49572.0,Apparel,8.5,Credit Card,4,0,5,3.0,6,No,105,13,2022-10-02,3,No
CUST-10426,54,Male,United States,Bronze,31597.0,Electronics,158.96,Credit Card,3,0,5,3.5,8,No,132,11,2024-06-02,9,No
CUST-10427,26,Female,United States,Silver,77860.0,Electronics,1218.74,PayPal,9,10,6,3.5,6,No,204,17,2023-11-16,42,No
CUST-10428,46,Non-Binary,United States,Silver,62023.0,Books & Media,39.48,Credit Card,4,10,3,4.5,9,No,43,17,2024-11-07,40,No
CUST-10429,50,Female,Germany,Bronze,49117.0,Home & Kitchen,11.66,Credit Card,3,15,1,4.0,8,No,216,12,2024-06-05,35,No
CUST-10430,18,Female,Brazil,Gold,77763.0,Electronics,73.31,Credit Card,2,10,4,3.5,7,Yes,84,0,2024-10-31,11,No
CUST-10431,23,Male,Australia,Bronze,31392.0,Apparel,99.37,PayPal,7,10,4,3.5,6,No,115,9,2022-10-22,16,No
CUST-10432,18,Male,Germany,Silver,53744.0,Home & Kitchen,305.49,PayPal,4,15,10,2.5,6,No,227,17,2022-12-12,11,No
CUST-10433,34,Female,United States,Bronze,57420.0,Sports & Outdoors,113.35,PayPal,2,10,2,3.5,7,No,170,6,2024-01-10,54,No
CUST-10434,46,Male,United States,Bronze,,Electronics,347.89,PayPal,5,10,8,3.0,5,Yes,178,7,2023-12-03,103,No
CUST-10435,56,Female,United States,Silver,47506.0,Electronics,8.5,Buy Now Pay Later,7,20,6,3.0,6,No,67,17,2023-04-17,15,Yes
CUST-10436,38,Male,United States,Silver,81383.0,Sports & Outdoors,247.46,Credit Card,8,5,3,3.0,7,No,92,18,2022-01-02,0,No
CUST-10437,57,Female,Canada,Gold,,Electronics,459.81,PayPal,5,5,1,4.5,9,No,209,11,2023-06-03,4,No
CUST-10438,21,Female,Canada,Silver,40504.0,Electronics,75.55,Apple Pay,5,0,11,2.0,4,No,101,14,2022-10-01,31,No
CUST-10439,18,Male,United Kingdom,Platinum,122741.0,Books & Media,57.97,PayPal,2,10,3,5.0,9,No,149,21,2024-07-15,1,No
CUST-10440,37,Male,United Kingdom,Bronze,18000.0,Home & Kitchen,23.22,Buy Now Pay Later,3,0,8,2.0,4,No,191,21,2022-03-03,24,Yes
CUST-10441,42,Female,Australia,Bronze,18000.0,Apparel,8.5,Credit Card,3,10,4,3.5,7,No,60,10,2023-12-12,7,No
CUST-10442,37,Male,Japan,Bronze,49433.0,Electronics,62.52,PayPal,8,20,3,3.0,7,No,162,19,2023-08-28,38,No
CUST-10443,18,Male,United States,Bronze,38146.0,Electronics,48.13,Credit Card,4,10,11,2.0,5,No,141,16,2022-04-03,121,Yes
CUST-10444,36,Female,Brazil,Silver,68829.0,Electronics,135.39,PayPal,6,0,4,3.5,7,No,154,22,2023-05-15,11,No
CUST-10445,22,Male,India,Silver,74428.0,Sports & Outdoors,72.75,Credit Card,5,15,11,2.5,4,Yes,123,13,2025-04-14,208,No
CUST-10446,46,Female,United States,Bronze,46781.0,Apparel,58.41,Credit Card,3,0,4,4.0,8,No,105,19,2025-01-29,5,No
CUST-10447,42,Male,United Kingdom,Platinum,151839.0,Beauty & Personal Care,50.79,PayPal,2,15,2,3.5,7,No,125,18,2022-03-11,39,No
CUST-10448,26,Male,Canada,Gold,93748.0,Sports & Outdoors,47.54,PayPal,6,10,4,4.0,8,Yes,198,14,2023-05-18,108,No
CUST-10449,31,Non-Binary,India,Bronze,20634.0,Apparel,8.5,Credit Card,8,0,11,2.0,3,No,86,19,2024-12-12,105,No
CUST-10450,25,Female,Australia,Bronze,61040.0,Electronics,287.45,Apple Pay,5,25,9,3.0,6,No,213,10,2023-03-05,17,No
CUST-10451,37,Female,United States,Bronze,31395.0,Home & Kitchen,63.87,PayPal,6,0,4,,5,No,121,7,2024-05-09,19,No
CUST-10452,49,Female,United Kingdom,Bronze,25159.0,Sports & Outdoors,27.68,Credit Card,3,50,1,4.5,9,No,63,12,2025-03-12,31,No
CUST-10453,26,Female,Canada,Bronze,38797.0,Beauty & Personal Care,79.95,PayPal,4,0,1,4.5,8,No,123,21,2024-05-29,18,No
CUST-10454,44,Female,Canada,Silver,45569.0,Electronics,367.1,Apple Pay,9,0,1,5.0,10,No,116,14,2022-06-28,17,No
CUST-10455,31,Male,United States,Bronze,34486.0,Home & Kitchen,259.15,PayPal,4,0,5,3.0,7,No,202,17,2024-07-28,52,No
CUST-10456,28,Female,Australia,Bronze,48192.0,Home & Kitchen,107.31,Credit Card,5,0,6,4.0,8,No,120,16,2022-06-23,15,No
CUST-10457,36,Female,Germany,Platinum,146270.0,Sports & Outdoors,26.4,Credit Card,1,15,6,3.5,7,No,175,7,2024-05-15,14,No
CUST-10458,25,Male,Australia,Silver,45839.0,Electronics,319.42,PayPal,5,15,6,,6,No,234,12,2022-02-16,11,No
CUST-10459,31,Female,Australia,Platinum,131221.0,Home & Kitchen,59.81,Buy Now Pay Later,4,15,9,3.5,7,No,218,18,2023-11-02,66,No
CUST-10460,23,Male,Japan,Bronze,61337.0,Sports & Outdoors,70.91,Apple Pay,2,0,1,4.0,9,No,258,22,2025-03-14,42,Yes
CUST-10461,61,Female,United Kingdom,Bronze,50935.0,Apparel,8.5,Credit Card,2,5,10,2.5,4,No,227,8,2023-11-30,138,Yes
CUST-10462,38,Male,Germany,Silver,99351.0,Apparel,209.05,PayPal,6,15,6,4.0,7,No,112,12,2024-08-05,49,No
CUST-10463,29,Female,United States,Bronze,63242.0,Electronics,42.39,Debit Card,4,5,8,3.0,5,No,215,7,2025-02-26,3,No
CUST-10464,40,Female,Germany,Bronze,62597.0,Apparel,221.98,Credit Card,4,15,8,1.5,3,No,250,9,2024-12-10,52,No
CUST-10465,36,Male,United States,Silver,,Apparel,146.04,Crypto,5,10,3,4.5,9,Yes,238,12,2022-10-07,46,No
CUST-10466,35,Female,Germany,Silver,75749.0,Books & Media,23.07,Buy Now Pay Later,4,0,5,4.0,8,No,222,15,2023-02-03,45,No
CUST-10467,45,Male,United States,Silver,61044.0,Apparel,128.11,Credit Card,6,15,10,4.0,7,No,213,9,2022-11-16,7,No
CUST-10468,47,Female,United States,Silver,52082.0,Apparel,83.81,Buy Now Pay Later,6,15,4,4.5,8,No,126,9,2023-04-23,8,Yes
CUST-10469,31,Female,United States,Silver,65024.0,Home & Kitchen,296.49,Credit Card,8,15,1,4.0,8,No,98,19,2022-04-19,9,No
CUST-10470,31,Male,United States,Bronze,59013.0,Electronics,171.96,Debit Card,2,0,9,2.5,6,No,126,22,2024-07-08,0,No
CUST-10471,34,Female,Japan,Bronze,51014.0,Apparel,132.3,PayPal,6,0,5,4.5,8,No,37,11,2023-11-20,2,No
CUST-10472,18,Male,Japan,Bronze,26187.0,Beauty & Personal Care,20.22,PayPal,6,5,2,5.0,10,No,220,17,2023-08-24,18,No
CUST-10473,19,Non-Binary,Canada,Bronze,55364.0,Sports & Outdoors,327.53,PayPal,2,0,2,4.0,8,No,129,10,2024-03-20,119,No
CUST-10474,54,Male,United States,Platinum,128523.0,Home & Kitchen,170.91,Apple Pay,10,0,11,2.0,4,No,268,21,2023-05-08,151,Yes
CUST-10475,57,Male,United States,Silver,65900.0,Home & Kitchen,114.08,Credit Card,4,20,7,2.0,5,Yes,72,17,2024-03-09,115,No
CUST-10476,35,Female,United States,Gold,89539.0,Electronics,576.08,PayPal,6,10,4,4.5,8,Yes,235,19,2023-07-23,14,No
CUST-10477,44,Female,United States,Bronze,38060.0,Books & Media,45.11,Credit Card,7,10,1,3.0,7,Yes,106,5,2024-05-25,25,No
CUST-10478,41,Female,Brazil,Bronze,55792.0,Electronics,239.14,Credit Card,4,0,5,3.5,7,No,64,16,2023-08-16,9,No
CUST-10479,74,Male,United States,Bronze,23276.0,Beauty & Personal Care,8.5,Credit Card,3,25,2,4.5,9,No,237,14,2022-11-24,5,No
CUST-10480,51,Prefer not to say,United Kingdom,Bronze,77013.0,Apparel,66.53,PayPal,4,0,7,3.5,6,No,230,10,2023-07-13,31,No
CUST-10481,36,Female,United States,Bronze,18000.0,Books & Media,62.0,Credit Card,5,15,9,3.0,6,No,142,10,2022-04-27,78,No
CUST-10482,26,Male,United States,Gold,84241.0,Beauty & Personal Care,81.68,Credit Card,6,30,1,5.0,10,No,164,16,2022-03-06,40,No
CUST-10483,18,Female,Canada,Silver,68663.0,Beauty & Personal Care,87.9,Credit Card,2,15,2,4.5,9,No,182,18,2023-12-22,21,No
CUST-10484,40,Male,Germany,Silver,72517.0,Electronics,11.25,Credit Card,2,50,11,2.5,5,Yes,168,3,2024-12-02,18,No
CUST-10485,28,Female,United States,Silver,60191.0,Apparel,58.83,PayPal,8,15,6,3.0,6,No,98,15,2023-04-08,163,Yes
CUST-10486,20,Non-Binary,United States,Platinum,138966.0,Home & Kitchen,277.47,Buy Now Pay Later,1,0,8,2.0,4,No,162,8,2025-02-08,129,Yes
CUST-10487,30,Male,United Kingdom,Bronze,49389.0,Beauty & Personal Care,79.26,Credit Card,4,0,7,2.5,6,No,272,8,2023-06-09,22,No
CUST-10488,25,Female,United States,Bronze,37840.0,Electronics,12.31,Buy Now Pay Later,4,5,9,2.0,4,No,312,16,2023-05-01,58,Yes
CUST-10489,58,Female,United States,Bronze,67077.0,Books & Media,66.49,Apple Pay,2,0,2,4.5,9,No,255,10,2024-12-04,33,No
CUST-10490,48,Female,India,Gold,110108.0,Sports & Outdoors,129.77,PayPal,2,15,9,3.5,7,No,206,13,2023-06-22,55,No
CUST-10491,37,Female,Germany,Platinum,155710.0,Apparel,32.97,PayPal,5,0,4,3.0,6,Yes,175,11,2025-02-13,91,No
CUST-10492,55,Female,Canada,Bronze,24609.0,Sports & Outdoors,29.45,Debit Card,3,20,11,2.0,4,No,80,17,2024-06-25,12,Yes
CUST-10493,38,Male,United Kingdom,Gold,93571.0,Home & Kitchen,72.49,Credit Card,1,5,3,3.0,7,No,119,13,2023-05-31,0,No
CUST-10494,27,Male,United Kingdom,Gold,89591.0,Apparel,86.11,PayPal,5,10,7,3.5,7,No,128,22,2025-04-23,24,No
CUST-10495,56,Male,Canada,Bronze,23899.0,Apparel,8.5,Apple Pay,7,30,5,4.5,9,No,271,11,2024-02-29,25,No
CUST-10496,44,Female,Germany,Bronze,48482.0,Home & Kitchen,27.2,PayPal,6,0,5,2.0,4,No,261,18,2024-08-09,28,Yes
CUST-10497,25,Male,Japan,Silver,52322.0,Beauty & Personal Care,77.11,Debit Card,1,15,2,4.0,8,No,194,10,2023-05-09,58,No
CUST-10498,35,Male,United States,Platinum,151797.0,Apparel,21.07,Credit Card,3,15,6,3.0,6,No,133,14,2023-01-28,71,No
CUST-10499,27,Female,Canada,Bronze,22736.0,Home & Kitchen,28.68,Apple Pay,2,0,6,1.5,4,No,189,15,2023-01-02,171,Yes
CUST-10500,21,Male,United Kingdom,Gold,125942.0,Home & Kitchen,153.37,PayPal,9,10,4,3.0,7,No,167,11,2023-06-27,33,No
CUST-10501,49,Male,Australia,Bronze,25866.0,Beauty & Personal Care,23.56,Credit Card,8,5,5,4.5,7,No,10,13,2024-12-26,14,No
CUST-10502,60,Female,Germany,Gold,98947.0,Electronics,568.1,Credit Card,2,15,7,2.5,6,Yes,188,10,2022-01-10,5,No
CUST-10503,21,Female,Canada,Silver,76253.0,Sports & Outdoors,80.55,PayPal,2,10,8,2.0,4,No,103,0,2022-10-21,53,No
CUST-10504,44,Male,United States,Silver,51728.0,Apparel,134.87,Debit Card,5,10,6,5.0,10,Yes,93,9,2022-11-21,3,No
CUST-10505,30,Female,Germany,Gold,110344.0,Apparel,121.63,PayPal,7,15,5,3.5,7,No,158,18,2024-08-08,90,No
CUST-10506,32,Non-Binary,United States,Gold,,Electronics,40.57,Debit Card,8,0,3,3.5,7,No,124,19,2025-05-01,80,No
CUST-10507,30,Male,United States,Gold,121138.0,Apparel,22.49,PayPal,2,15,7,2.5,5,No,178,10,2022-12-10,67,No
CUST-10508,27,Male,United States,Bronze,42254.0,Sports & Outdoors,58.1,Credit Card,5,20,8,3.0,6,No,135,12,2024-08-21,34,No
CUST-10509,38,Female,Germany,Silver,51264.0,Apparel,43.52,Credit Card,4,20,3,4.0,8,No,23,4,2023-03-20,7,No
CUST-10510,28,Female,United States,Bronze,36614.0,Beauty & Personal Care,52.4,Credit Card,2,15,5,2.5,5,No,237,9,2023-01-12,11,No
CUST-10511,41,Male,United Kingdom,Silver,76560.0,Electronics,301.18,Credit Card,3,5,11,1.5,3,Yes,94,19,2025-06-20,63,Yes
CUST-10512,37,Male,Brazil,Silver,51479.0,Apparel,42.37,Credit Card,6,50,2,5.0,10,No,83,16,2024-01-23,6,No
CUST-10513,35,Female,United States,Silver,48511.0,Books & Media,8.5,Apple Pay,4,5,10,3.5,7,No,122,9,2024-12-11,12,No
CUST-10514,27,Male,Canada,Silver,58012.0,Beauty & Personal Care,12.47,Apple Pay,5,10,10,2.5,5,No,141,10,2022-02-27,307,Yes
CUST-10515,31,Male,United Kingdom,Platinum,118814.0,Electronics,369.84,Credit Card,2,0,4,4.5,8,No,274,19,2022-09-11,41,No
CUST-10516,47,Female,United States,Bronze,74769.0,Home & Kitchen,107.74,Credit Card,1,50,4,4.5,8,No,174,9,2025-03-23,85,No
CUST-10517,44,Female,Japan,Silver,51804.0,Electronics,206.19,Credit Card,4,15,8,3.5,6,No,182,11,2023-06-30,37,No
CUST-10518,26,Male,United States,Bronze,56969.0,Apparel,16.98,PayPal,5,15,3,4.0,9,Yes,166,17,2022-09-04,32,No
CUST-10519,39,Female,United Kingdom,Bronze,45770.0,Beauty & Personal Care,46.82,Credit Card,4,0,5,4.5,8,No,157,15,2024-08-07,19,No
CUST-10520,47,Female,Canada,Bronze,24278.0,Beauty & Personal Care,60.02,Credit Card,1,15,11,3.0,6,No,152,13,2025-01-26,23,No
CUST-10521,18,Female,Germany,Platinum,139892.0,Electronics,139.72,Buy Now Pay Later,6,15,5,2.5,6,No,64,20,2023-05-07,61,No
CUST-10522,44,Female,Germany,Gold,109112.0,Books & Media,29.97,Debit Card,1,15,2,4.0,8,Yes,158,9,2024-12-16,7,No
CUST-10523,30,Male,United States,Platinum,136611.0,Home & Kitchen,981.24,Credit Card,2,0,9,3.0,5,No,263,18,2024-02-01,268,No
CUST-10524,44,Male,United States,Platinum,161476.0,Apparel,61.91,PayPal,3,10,4,3.5,7,Yes,456,8,2022-05-31,29,No
CUST-10525,28,Female,Japan,Bronze,60387.0,Home & Kitchen,158.95,Credit Card,4,0,9,2.5,5,No,71,16,2025-03-03,190,Yes
CUST-10526,18,Male,Canada,Bronze,58540.0,Home & Kitchen,16.36,Apple Pay,2,10,9,3.5,6,No,176,20,2023-03-08,5,No
CUST-10527,18,Male,Australia,Silver,53726.0,Home & Kitchen,154.48,PayPal,6,0,2,4.0,9,No,109,13,2023-12-28,37,No
CUST-10528,38,Male,Australia,Silver,42562.0,Apparel,8.5,Credit Card,5,5,9,3.5,7,Yes,274,18,2023-04-27,52,No
CUST-10529,41,Female,Australia,Silver,50955.0,Home & Kitchen,516.86,Apple Pay,1,0,9,2.5,5,Yes,57,19,2023-10-13,10,No
CUST-10530,27,Female,United Kingdom,Bronze,45532.0,Electronics,336.03,Credit Card,8,0,2,3.0,6,No,183,7,2024-07-07,16,No
CUST-10531,45,Prefer not to say,United States,Silver,71824.0,Beauty & Personal Care,83.7,Credit Card,5,0,11,2.0,5,Yes,64,18,2022-07-14,306,Yes
CUST-10532,18,Male,Japan,Silver,22911.0,Home & Kitchen,131.89,Credit Card,2,25,6,4.5,9,Yes,110,21,2023-07-03,102,No
CUST-10533,37,Female,United Kingdom,Bronze,41853.0,Electronics,228.24,PayPal,7,10,9,2.5,5,Yes,138,15,2024-01-06,47,No
CUST-10534,23,Female,United States,Silver,64845.0,Beauty & Personal Care,30.63,Credit Card,5,5,4,4.0,8,No,221,8,2022-09-01,80,No
CUST-10535,30,Female,Australia,Silver,,Books & Media,62.61,Credit Card,7,10,2,4.0,9,No,78,7,2023-07-26,7,No
CUST-10536,38,Male,Brazil,Silver,85242.0,Books & Media,123.1,Credit Card,5,10,7,3.0,6,No,205,10,2023-04-14,6,No
CUST-10537,27,Male,United Kingdom,Bronze,49592.0,Apparel,58.51,Credit Card,2,25,9,2.5,6,No,146,7,2024-12-19,36,No
CUST-10538,33,Male,United States,Gold,118583.0,Electronics,1156.25,Apple Pay,4,0,6,2.0,5,Yes,197,14,2023-07-04,32,No
CUST-10539,50,Female,United Kingdom,Bronze,38112.0,Home & Kitchen,122.29,Credit Card,5,0,11,1.0,1,No,201,6,2022-08-26,136,Yes
CUST-10540,31,Male,Australia,Bronze,58874.0,Electronics,234.87,Credit Card,6,30,11,2.5,4,No,66,9,2024-12-07,153,No
CUST-10541,48,Male,Brazil,Gold,124431.0,Books & Media,28.68,Apple Pay,4,5,4,3.5,7,No,234,13,2022-04-18,136,No
CUST-10542,24,Female,United States,Silver,85610.0,Electronics,86.03,Apple Pay,2,0,1,4.5,9,No,125,13,2022-07-30,16,No
CUST-10543,44,Male,United States,Bronze,,Apparel,8.5,Debit Card,1,0,4,3.5,7,No,202,15,2024-05-12,46,No
CUST-10544,55,Non-Binary,Australia,Silver,,Apparel,25.18,PayPal,6,0,3,3.5,7,No,170,18,2025-02-23,2,Yes
CUST-10545,18,Female,United Kingdom,Silver,55787.0,Apparel,64.0,Credit Card,5,50,7,3.0,6,No,134,5,2023-04-11,62,No
CUST-10546,28,Male,Canada,Gold,103806.0,Beauty & Personal Care,30.99,Apple Pay,8,0,11,2.0,5,Yes,133,6,2023-04-22,7,No
CUST-10547,44,Female,India,Gold,107354.0,Apparel,74.12,Apple Pay,6,25,11,3.0,6,No,227,5,2022-01-28,2,No
CUST-10548,35,Male,United States,Silver,46899.0,Electronics,1069.79,Credit Card,3,50,10,3.5,7,Yes,225,12,2023-08-09,29,No
CUST-10549,42,Male,Germany,Silver,63221.0,Apparel,41.21,Debit Card,1,10,5,3.5,8,No,116,4,2024-12-25,17,No
CUST-10550,30,Male,United States,Bronze,18000.0,Home & Kitchen,57.77,Credit Card,5,0,3,2.5,6,No,55,18,2024-01-20,35,No
CUST-10551,39,Male,United Kingdom,Bronze,67955.0,Electronics,46.78,Crypto,6,0,2,3.5,7,No,199,9,2024-08-20,0,No
CUST-10552,36,Female,Australia,Silver,52777.0,Home & Kitchen,8.5,Debit Card,6,10,2,5.0,10,Yes,52,21,2024-06-21,30,No
CUST-10553,52,Male,United Kingdom,Silver,63005.0,Home & Kitchen,268.24,Apple Pay,2,5,5,4.0,8,No,66,14,2023-12-21,50,No
CUST-10554,41,Male,India,Silver,56426.0,Beauty & Personal Care,40.42,Buy Now Pay Later,7,10,8,1.5,4,Yes,79,13,2023-01-09,132,Yes
CUST-10555,42,Female,Canada,Bronze,62628.0,Books & Media,48.01,Apple Pay,2,5,8,3.0,5,No,124,19,2024-03-24,202,No
CUST-10556,33,Male,United States,Bronze,18000.0,Sports & Outdoors,10.72,Credit Card,4,25,5,3.5,8,No,42,18,2023-08-14,26,No
CUST-10557,32,Male,United States,Silver,61701.0,Books & Media,28.27,PayPal,6,10,2,3.5,7,No,24,16,2024-08-16,31,No
CUST-10558,32,Female,United Kingdom,Bronze,40095.0,Electronics,73.35,Credit Card,3,15,4,2.5,5,Yes,66,21,2025-05-16,22,No
CUST-10559,42,Male,United Kingdom,Gold,86834.0,Electronics,95.51,Credit Card,5,20,7,3.0,6,Yes,205,12,2024-04-03,55,No
CUST-10560,32,Male,United States,Bronze,73072.0,Apparel,8.5,Apple Pay,4,0,6,2.5,5,Yes,73,19,2022-01-22,5,No
CUST-10561,41,Female,United Kingdom,Silver,46028.0,Sports & Outdoors,14.74,Credit Card,4,0,10,1.5,4,No,120,12,2024-03-25,99,No
CUST-10562,62,Prefer not to say,United Kingdom,Platinum,153892.0,Books & Media,19.47,Credit Card,4,0,7,2.5,5,No,323,19,2023-01-10,66,No
CUST-10563,48,Female,Japan,Bronze,48412.0,Sports & Outdoors,13.45,PayPal,6,0,5,3.5,6,No,141,10,2023-05-20,0,No
CUST-10564,34,Female,Germany,Silver,84707.0,Electronics,1552.04,Debit Card,1,10,2,4.5,8,Yes,184,10,2024-06-24,114,No
CUST-10565,52,Female,Japan,Bronze,29990.0,Books & Media,8.58,Credit Card,6,5,8,2.0,4,Yes,73,17,2022-01-23,229,Yes
CUST-10566,33,Male,United States,Silver,48806.0,Apparel,11.73,Credit Card,4,5,2,4.0,8,No,285,9,2023-02-27,64,No
CUST-10567,18,Male,United States,Silver,81729.0,Electronics,79.47,Credit Card,4,50,8,3.0,5,Yes,125,9,2024-12-06,11,No
CUST-10568,25,Female,Germany,Silver,69655.0,Apparel,88.89,Apple Pay,3,0,7,3.5,6,No,140,10,2024-12-24,23,No
CUST-10569,18,Female,United Kingdom,Silver,34191.0,Electronics,15.32,Credit Card,3,10,3,2.0,4,No,222,17,2024-01-25,114,No
